211312447000005 1
211326006000024 1
211326135000010 1
211336522500027 1
211340110000044 1
211349033500006 1
211350010604019 1
211350049308087 1
211353069000006 1
211355011500009 1
211358665400021 1
211360175400046 1
211360211700011 1
211364213700011 1
211366270200025 1
211367258500006 1
211371009000001 1
211372090576131 1
211372091074060 1
211375194000007 1
211380188016035 1
211388082700042 1
211390017700022 1
211400146800039 1
211402050500076 1
211404189800138 1
211404251600028 1
211408091500017 1
211414075000073 1
211414160600100 1
211426016500037 1
211442284600003 1
211444628500022 1
211452112000052 1
211506034000068 1
211512146100069 1
211519242146037 1
211519242152050 1
211519242263063 1
211520737900003 1
211536014200057 1
211539185100148 1
211539192900159 1
211554273400045 1
211558005000064 1
211589270700070 1
211595146200070 1
211596052000090 1
211599128400021 1
211602090900034 1
211604170106029 1
211616253300063 1
211616403900119 1
211618104731033 1
211636247100015 1
211640029200027 1
211668175200087 1
211674155700161 1
211684097300194 1
211692108900100 1
211694059800099 1
211702341200000 1
211704083500209 1
211708010200114 1
211712111687005 1
211714102300226 1
211718086600089 1
211724266300110 1
211724360000012 1
211724634400022 1
211724700400062 1
211726600300003 1
211755173300025 1
211764176100028 1
211768189300053 1
211768263200179 1
211770454600167 1
211776211200019 1
211785409200061 1
211786239000119 1
211788048700103 1
211790160200003 1
211796029002019 1
211806199000006 1
211812078500009 1
211812079000009 1
211826121500006 1
211840206500054 1
212528385500032 1
212534498300039 1
212534508000108 1
212536117638046 1
212536665500010 1
212543317500042 1
212546593300052 1
212550494000043 1
212550494500091 1
212557129100007 1
212558222500044 1
212560266000006 1
212561223300000 1
212561265400080 1
212561287500008 1
212562002505074 1
212562003803023 1
212562559400000 1
212563355500050 1
212563519500046 1
212565007500016 1
212566103000026 1
212566206903050 1
212567203500030 1
212568040221004 1
212570062900044 1
212570068500061 1
212571353500014 1
212574086400007 1
212574673500011 1
212574698500012 1
212578219500054 1
212580467500000 1
212582014200027 1
212583278900013 1
212583329000078 1
212584036700026 1
212584039406035 1
212584157800159 1
212589029000086 1
212589035000047 1
212643934800039 1
212647074000011 1
212648598106045 1
212654847600036 1
212684102802001 1
212684374500044 1
212688138804048 1
212692478500042 1
212694225000052 1
212696124300020 1
212701179800021 1
212702148900025 1
212702412001021 1
212806642000008 1
212811585500063 1
212812491500080 1
212827596500017 1
212830812500092 1
233502365000003 1
233503382800045 1
233504277500005 1
233504295000004 1
233505006000001 1
233506736908018 1
233531202600014 1
233531254600029 1
233531277800002 1
233531322400006 1
233531349400013 1
233531357000010 1
233534533400005 1
233534555000014 1
233534626000019 1
233538600200016 1
233551422000043 1
233562317900015 1
233562487700021 1
233563713000020 1
233564032000089 1
233564038100057 1
233564067100093 1
233564074800123 1
233564180200010 1
233565085600006 1
233565156800022 1
233574137300011 1
233574154000007 1
233574154500022 1
233574234400011 1
233583227000076 1
233583817400025 1
233583826400099 1
233594473600006 1
233603253700058 1
233603296100001 1
233609180061092 1
233614455200003 1
233614475400005 1
233618590100028 1
233622344022017 1
233623327801062 1
233623705400065 1
233634435010132 1
233638496050127 1
233639478000049 1
233639522400039 1
233639528600004 1
233643199604089 1
233662369800012 1
233663766638138 1
233670592800022 1
233671911200035 1
233678507700062 1
233685404000017 1
233686533200015 1
233706890000053 1
233723352800011 1
233726068400018 1
233726086400057 1
233727238600016 1
233750498200087 1
233756894000021 1
233774322600015 1
233774395800054 1
233778040200016 1
233788011800140 1
233788034700020 1
233794463400082 1
233794735000025 1
233799535600015 1
233799567400011 1
233818727900072 1
233834075704057 1
233834441000024 1
233835446200030 1
233842497260046 1
233846821600025 1
233847874600011 1
233854139149032 1
233854598000007 1
233858498068063 1
233858950409102 1
233867783700009 1
233870270012169 1
233870926600029 1
233870939800012 1
233873013121164 1
233873184300019 1
233873438000043 1
233875532155060 1
233875690654060 1
233880030000016 1
233882526100029 1
233886450000071 1
233886645300055 1
233887845000032 1
233887933600008 1
233887983100008 1
233903535076016 1
233904584915054 1
233906020700016 1
233910209300135 1
233915402142234 1
252515198000046 1
252515219400019 1
252516892600057 1
252528228500000 1
252530143100031 1
252530157200032 1
252531069500006 1
252532649500011 1
252532813100028 1
252533224500004 1
252540008500001 1
252541304500000 1
252543148000007 1
252545103500004 1
252546160500002 1
252547034500004 1
252548049500005 1
252549017000002 1
252549049500003 1
252552329500008 1
252586388000005 1
252588437500001 1
252592269500089 1
252592850000002 1
252594177000012 1
252594244200090 1
252595440500027 1
252599119606024 1
252602651000000 1
252606568500010 1
252612655400098 1
252614512500003 1
252615038500005 1
252618105800001 1
252619058500002 1
252620057500027 1
252622085400022 1
252622176522031 1
252622177230014 1
252624037400035 1
252624049100011 1
252625189500019 1
252625250000030 1
252626129500069 1
252626133000007 1
252629128500007 1
252630483600002 1
252630577800005 1
252632018391008 1
252632040300043 1
252632063304005 1
252632100215008 1
252632100501043 1
252633119013020 1
252633123503008 1
252633157524029 1
252637304000064 1
252637817900024 1
252637846700007 1
252640356557049 1
252640795400009 1
252642443200013 1
252646264702007 1
252661134500002 1
252674072500009 1
252674180500016 1
252674280500015 1
252680335000000 1
252680466000001 1
252682690500061 1
252704803200072 1
252704894001074 1
252704894508052 1
252704894557059 1
252704901525081 1
252707033832010 1
252708068600009 1
252708472500027 1
252710208852011 1
252712209809024 1
252716581000003 1
252716622500011 1
252716910406038 1
252720075000057 1
252720854000054 1
252722479803045 1
252722601300068 1
252730356500055 1
252805050000055 1
252805081200013 1
252805481600069 1
252814460900003 1
252815412500007 1
252815429000041 1
252817295500005 1
252817369900024 1
252818213000003 1
252819045600002 1
252819110700059 1
252819113600041 1
252820632500035 1
252821521000020 1
252823815000005 1
252823982600009 1
252824905500003 1
252832421000002 1
252833694500017 1
252835145800011 1
252835884700042 1
252836078600048 1
252836494500111 1
252838891600007 1
252839591700006 1
252839655300081 1
255522070500009 1
255524054500005 1
255524161000006 1
255524161500013 1
255536132000048 1
255628000170001 1
255634122027194 1
255634641400005 1
255636010100108 1
255638015600082 1
255640087200197 1
255642423100008 1
255642450200002 1
255642454700080 1
255644385400053 1
255652361400054 1
255658000299021 1
255660371600019 1
255660394700036 1
255666735800062 1
255668431300058 1
255670026205072 1
255670130000021 1
255670607300011 1
255670616600039 1
255679268352013 1
255679455500044 1
255680553400012 1
255682340001012 1
255683449300032 1
255700433804041 1
255700451900028 1
255719532204044 1
255732384900007 1
255734082900107 1
255738123400068 1
255738242200035 1
255746442300026 1
255746456400043 1
255754024800017 1
255756628300013 1
255758606000011 1
255760736100075 1
255762454800001 1
255766175000023 1
255768130200037 1
255772320254010 1
255772692400035 1
255773457400038 1
255776912210017 1
255778007000006 1
255778453800040 1
255780004260021 1
255790108600048 1
255790201760012 1
255790201762034 1
255792024395034 1
255797025100010 1
255797280400022 1
255797284400002 1
255798453800055 1
255798464602029 1
255804409800049 1
255804420400019 1
255812329300024 1
255812330500067 1
255816430700121 1
255818064810044 1
255818431100087 1
255820333500133 1
255821043000026 1
255822143000205 1
255826116380064 1
255826117590018 1
255830325510032 1
255834664500018 1
255834693200002 1
255836650300022 1
255836650400046 1
255838001690069 1
255838002120009 1
255838003160004 1
255838003470007 1
255838430610027 1
255838433900003 1
255901543100128 1
255902683542004 1
255904508700023 1
255904513100037 1
255906096900014 1
255907450100076 1
255910388320113 1
255911810100008 1
255911871200028 1
255918282018063 1
255919281700008 1
255919300703173 1
255919302221232 1
255930106400013 1
255930166100032 1
255932167900030 1
255933109200018 1
255941001380036 1
255943705500059 1
255944117500018 1
255948246000048 1
255952319000034 1
255955032600014 1
255955171125112 1
255955171147066 1
255960294500035 1
255960473736020 1
255961233700009 1
255961275700057 1
255961520103016 1
255965534000019 1
255965543000018 1
