RunDate,RunTime,ISO,UtilityId,PremiseId,Year,RateClass,Strata,MType,RecipeICap
2016-11-03,14:09,NYISO,CONED,211579383250006,2016,9,621,INT,478.476
2016-11-03,14:09,NYISO,CONED,295118610000006,2015,9,1798.7,INT,1902.71
2016-11-03,14:09,NYISO,CONED,295118610000006,2016,9,1798.7,INT,2067.42
2016-11-03,14:09,NYISO,CONED,299011610500024,2015,9,189.1,INT,239.993
2016-11-03,14:09,NYISO,CONED,299011610500024,2016,9,189.1,INT,144.052
2016-11-03,14:09,NYISO,CONED,393011440000000,2015,9,529.4,INT,607.427
2016-11-03,14:09,NYISO,CONED,393011440000000,2016,9,529.4,INT,656.06
2016-11-03,14:09,NYISO,CONED,393021200700004,2015,1,455247,INT,741.313
2016-11-03,14:09,NYISO,CONED,393021200700004,2016,1,455247,INT,384.304
2016-11-03,14:09,NYISO,CONED,393031443500004,2015,9,473,INT,354.388
2016-11-03,14:09,NYISO,CONED,393031443500004,2016,9,473,INT,132.422
2016-11-03,14:09,NYISO,CONED,393161340500003,2015,9,709.6,INT,821.755
2016-11-03,14:09,NYISO,CONED,393161340500003,2016,9,709.6,INT,887.575
2016-11-03,14:09,NYISO,CONED,393181404000005,2015,9,533.3,INT,584.428
2016-11-03,14:09,NYISO,CONED,393181404000005,2016,9,533.3,INT,625.932
2016-11-03,14:09,NYISO,CONED,393181404500004,2015,9,1899.5,INT,2269.27
2016-11-03,14:09,NYISO,CONED,393181404500004,2016,9,1899.5,INT,2375.35
2016-11-03,14:09,NYISO,CONED,463129207600005,2015,9,609.1,INT,626.094
2016-11-03,14:09,NYISO,CONED,463129207600005,2016,9,609.1,INT,706.201
2016-11-03,14:09,NYISO,CONED,494011124300013,2016,8,1057.9,INT,1403.75
2016-11-03,14:09,NYISO,CONED,494011340000009,2015,9,649.1,INT,755.09
2016-11-03,14:09,NYISO,CONED,494011340000009,2016,9,649.1,INT,714.243
2016-11-03,14:09,NYISO,CONED,494013609000001,2015,9,605.5,INT,590.65
2016-11-03,14:09,NYISO,CONED,494013609000001,2016,9,605.5,INT,597.877
2016-11-03,14:09,NYISO,CONED,494013704000005,2015,9,646.8,INT,726.869
2016-11-03,14:09,NYISO,CONED,494013704000005,2016,9,646.8,INT,772.263
2016-11-03,14:09,NYISO,CONED,494013706000045,2016,9,1288,INT,1069.36
2016-11-03,14:09,NYISO,CONED,494022308200010,2015,9,1070.8,INT,1256.19
2016-11-03,14:09,NYISO,CONED,494022308200010,2016,9,1070.8,INT,1027.92
2016-11-03,14:09,NYISO,CONED,494022308210001,2015,9,527,INT,637.315
2016-11-03,14:09,NYISO,CONED,494022308210001,2016,9,527,INT,641.161
2016-11-03,14:09,NYISO,CONED,494032427400037,2015,9,2349.1,INT,2791.92
2016-11-03,14:09,NYISO,CONED,494032427400037,2016,9,2349.1,INT,2426.4
2016-11-03,14:09,NYISO,CONED,494051039100017,2015,9,609.6,INT,734.313
2016-11-03,14:09,NYISO,CONED,494051039100017,2016,9,609.6,INT,616.279
2016-11-03,14:09,NYISO,CONED,494051075400008,2015,9,563.8,INT,621.76
2016-11-03,14:09,NYISO,CONED,494051075400008,2016,9,563.8,INT,685.324
2016-11-03,14:09,NYISO,CONED,494051117000006,2015,9,1080.6,INT,1264.41
2016-11-03,14:09,NYISO,CONED,494051117000006,2016,9,1080.6,INT,1090.91
2016-11-03,14:09,NYISO,CONED,494091014000006,2015,9,1562,INT,1776.95
2016-11-03,14:09,NYISO,CONED,494091014000006,2016,9,1562,INT,1597.
2016-11-03,14:09,NYISO,CONED,494101003300034,2016,9,591.5,INT,442.257
2016-11-03,14:09,NYISO,CONED,494101110400008,2015,9,2879.4,INT,3362.24
2016-11-03,14:09,NYISO,CONED,494101110400008,2016,9,2879.4,INT,2798.8
2016-11-03,14:09,NYISO,CONED,494111110305016,2016,9,1329.6,INT,1681.35
2016-11-03,14:09,NYISO,CONED,494112411000009,2015,9,779.2,INT,877.753
2016-11-03,14:09,NYISO,CONED,494112411000009,2016,9,779.2,INT,985.305
2016-11-03,14:09,NYISO,CONED,494121008500016,2015,9,745,INT,737.313
2016-11-03,14:09,NYISO,CONED,494121008500016,2016,9,745,INT,721.572
2016-11-03,14:09,NYISO,CONED,494122335500026,2015,9,746.2,INT,721.834
2016-11-03,14:09,NYISO,CONED,494122335500026,2016,9,746.2,INT,614.536
2016-11-03,14:09,NYISO,CONED,494131012000002,2015,9,779.3,INT,647.392
2016-11-03,14:09,NYISO,CONED,494131012000002,2016,9,779.3,INT,606.231
2016-11-03,14:09,NYISO,CONED,494141121400001,2016,9,481.6,INT,556.698
2016-11-03,14:09,NYISO,CONED,494142604500002,2015,9,457.1,INT,495.383
2016-11-03,14:09,NYISO,CONED,494142604500002,2016,9,457.1,INT,514.301
2016-11-03,14:09,NYISO,CONED,494161302010007,2015,9,1170.4,INT,1006.63
2016-11-03,14:09,NYISO,CONED,494161302010007,2016,9,1170.4,INT,960.681
2016-11-03,14:09,NYISO,CONED,494161302300002,2015,9,2722.4,INT,2633.61
2016-11-03,14:09,NYISO,CONED,494161302300002,2016,9,2722.4,INT,2396.48
2016-11-03,14:09,NYISO,CONED,494161309200007,2015,9,1028.5,INT,1163.63
2016-11-03,14:09,NYISO,CONED,494161309200007,2016,9,1028.5,INT,1261.16
2016-11-03,14:09,NYISO,CONED,494163604300003,2016,9,439,INT,393.322
2016-11-03,14:09,NYISO,CONED,494171102710037,2016,9,1654,INT,1841.23
2016-11-03,14:09,NYISO,CONED,494192203000003,2015,9,912.8,INT,627.74
2016-11-03,14:09,NYISO,CONED,494192203000003,2016,9,912.8,INT,776.518
2016-11-03,14:09,NYISO,CONED,494201000600004,2015,9,554.8,INT,321.791
2016-11-03,14:09,NYISO,CONED,494201000600004,2016,9,554.8,INT,422.04
2016-11-03,14:09,NYISO,CONED,494201005600017,2016,9,3351.7,INT,3008.11
2016-11-03,14:09,NYISO,CONED,494201206300029,2015,9,755,INT,525.768
2016-11-03,14:09,NYISO,CONED,494201206300029,2016,9,755,INT,704.117
2016-11-03,14:09,NYISO,CONED,494203800220009,2015,9,2413.8,INT,2053.84
2016-11-03,14:09,NYISO,CONED,494203800220009,2016,9,2413.8,INT,2633.44
2016-11-03,14:09,NYISO,CONED,495107100500003,2015,9,485,INT,568.984
2016-11-03,14:09,NYISO,CONED,495107100500003,2016,9,485,INT,586.624
2016-11-03,14:09,NYISO,CONED,495107110900003,2015,9,1588,INT,1794.62
2016-11-03,14:09,NYISO,CONED,495107110900003,2016,9,1588,INT,1999.71
2016-11-03,14:09,NYISO,CONED,495108081000005,2015,9,636.8,INT,717.313
2016-11-03,14:09,NYISO,CONED,495108081000005,2016,9,636.8,INT,671.532
2016-11-03,14:09,NYISO,CONED,495120204100000,2015,9,380.8,INT,428.766
2016-11-03,14:09,NYISO,CONED,495120204100000,2016,9,380.8,INT,480.163
2016-11-03,14:09,NYISO,CONED,590002460080023,2015,9,598.6,INT,670.388
2016-11-03,14:09,NYISO,CONED,590002460080023,2016,9,598.6,INT,557.951
2016-11-03,14:09,NYISO,CONED,590003513000000,2015,9,477.8,INT,568.728
2016-11-03,14:09,NYISO,CONED,590003513000000,2016,9,477.8,INT,588.108
2016-11-03,14:09,NYISO,CONED,590004510090028,2015,9,490.2,INT,619.445
2016-11-03,14:09,NYISO,CONED,590004510090028,2016,9,490.2,INT,443.423
2016-11-03,14:09,NYISO,CONED,590010657010000,2015,9,1156.6,INT,1304.97
2016-11-03,14:09,NYISO,CONED,590010657010000,2016,9,1156.6,INT,1216.62
2016-11-03,14:09,NYISO,CONED,590021510320031,2015,9,362.3,INT,233.454
2016-11-03,14:09,NYISO,CONED,590021510320031,2016,9,362.3,INT,305.358
2016-11-03,14:09,NYISO,CONED,590021510330022,2015,9,376.1,INT,358.811
2016-11-03,14:09,NYISO,CONED,590021510330022,2016,9,376.1,INT,418.208
2016-11-03,14:09,NYISO,CONED,695101410000000,2015,9,1963.7,INT,2392.93
2016-11-03,14:09,NYISO,CONED,695101410000000,2016,9,1963.7,INT,2475.87
2016-11-03,14:09,NYISO,CONED,695102020000018,2015,9,1590.4,INT,1574.84
2016-11-03,14:09,NYISO,CONED,695102020000018,2016,9,1590.4,INT,1692.12
2016-11-03,14:09,NYISO,CONED,695102023800034,2015,9,3567.2,INT,3564.12
2016-11-03,14:09,NYISO,CONED,695102023800034,2016,9,3567.2,INT,3464.62
2016-11-03,14:09,NYISO,CONED,696041101100009,2015,8,477.6,INT,590.65
2016-11-03,14:09,NYISO,CONED,696041101100009,2016,8,477.6,INT,491.518
2016-11-03,14:09,NYISO,CONED,696041716300002,2015,8,440.3,INT,583.984
2016-11-03,14:09,NYISO,CONED,696041716300002,2016,8,440.3,INT,492.252
2016-11-03,14:09,NYISO,CONED,696101104101006,2016,9,478.9,INT,408.949
2016-11-03,14:09,NYISO,CONED,696111207100029,2015,9,689.8,INT,405.46
2016-11-03,14:09,NYISO,CONED,696111207100029,2016,9,689.8,INT,459.974
2016-11-03,14:09,NYISO,CONED,696131505101008,2015,12,2840745,VTOU,876.112
2016-11-03,14:09,NYISO,CONED,696131505101008,2016,12,2840745,VTOU,951.597
2016-11-03,14:09,NYISO,CONED,696141800800006,2015,8,948.2,INT,1058.64
2016-11-03,14:09,NYISO,CONED,696141800800006,2016,8,948.2,INT,1035.98
2016-11-03,14:09,NYISO,CONED,696171060400007,2015,12,742290,VTOU,526.241
2016-11-03,14:09,NYISO,CONED,696171060400007,2016,12,742290,VTOU,612.208
2016-11-03,14:09,NYISO,CONED,696191191400007,2015,12,1005452,VTOU,286.037
2016-11-03,14:09,NYISO,CONED,696191191400007,2016,12,1005452,VTOU,327.02
2016-11-03,14:09,NYISO,CONED,795116007000030,2015,9,727.2,INT,651.177
2016-11-03,14:09,NYISO,CONED,795116007000030,2016,9,727.2,INT,692.665
2016-11-03,14:09,NYISO,CONED,795116007200010,2015,9,1157.8,INT,1349.3
2016-11-03,14:09,NYISO,CONED,795116007200010,2016,9,1157.8,INT,1402.73
2016-11-03,14:09,NYISO,CONED,211306319000002,2015,9,78.1,DMD,98.3379
2016-11-03,14:09,NYISO,CONED,211306319000002,2016,9,78.1,DMD,83.7867
2016-11-03,14:09,NYISO,CONED,211306350500001,2015,9,10.4,DMD,7.09913
2016-11-03,14:09,NYISO,CONED,211306350500001,2016,9,10.4,DMD,3.79125
2016-11-03,14:09,NYISO,CONED,211306373500053,2015,9,32,DMD,43.6027
2016-11-03,14:09,NYISO,CONED,211306448500039,2015,9,6,DMD,9.74102
2016-11-03,14:09,NYISO,CONED,211306448500039,2016,9,6,DMD,5.97122
2016-11-03,14:09,NYISO,CONED,211312003500059,2016,9,9.7,DMD,3.48959
2016-11-03,14:09,NYISO,CONED,211328014000038,2015,9,60,DMD,83.0306
2016-11-03,14:09,NYISO,CONED,211328014750004,2016,9,110,DMD,134.37
2016-11-03,14:09,NYISO,CONED,211328111500005,2015,9,14.7,DMD,15.7712
2016-11-03,14:09,NYISO,CONED,211328111500005,2016,9,14.7,DMD,10.1252
2016-11-03,14:09,NYISO,CONED,211328111504007,2015,9,30.9,DMD,33.5761
2016-11-03,14:09,NYISO,CONED,211328111504007,2016,9,30.9,DMD,16.633
2016-11-03,14:09,NYISO,CONED,211328112000013,2015,9,11.5,DMD,14.7275
2016-11-03,14:09,NYISO,CONED,211328112000013,2016,9,11.5,DMD,8.26543
2016-11-03,14:09,NYISO,CONED,211328113500003,2015,9,37.1,DMD,40.5324
2016-11-03,14:09,NYISO,CONED,211328113500003,2016,9,37.1,DMD,18.6799
2016-11-03,14:09,NYISO,CONED,211328124300021,2016,9,111.7,DMD,101.573
2016-11-03,14:09,NYISO,CONED,211328124302027,2016,9,51.6,DMD,51.1538
2016-11-03,14:09,NYISO,CONED,211346074000003,2015,2,2977,DMD,3.24701
2016-11-03,14:09,NYISO,CONED,211346074000003,2016,2,2977,DMD,2.06636
2016-11-03,14:09,NYISO,CONED,211350062128008,2016,9,22.8,DMD,9.01654
2016-11-03,14:09,NYISO,CONED,211350062138007,2016,9,9.2,DMD,3.2233
2016-11-03,14:09,NYISO,CONED,211352181200049,2015,9,13.6,DMD,9.22384
2016-11-03,14:09,NYISO,CONED,211352181200049,2016,9,13.6,DMD,6.47657
2016-11-03,14:09,NYISO,CONED,211352263590002,2015,9,165.3,DMD,102.487
2016-11-03,14:09,NYISO,CONED,211352263590002,2016,9,165.3,DMD,77.7189
2016-11-03,14:09,NYISO,CONED,211356130000004,2015,9,13.1,DMD,14.3796
