CENTHUD,1103153000,2014,1.65
CENTHUD,1103153000,2015,1.24
CENTHUD,1107096000,2014,0.92
CENTHUD,1107096000,2015,1.33
CENTHUD,1107096000,2016,0.76
CENTHUD,1110046000,2014,0.58
CENTHUD,1110046000,2015,1.73
CENTHUD,1110106000,2013,1.74906
CENTHUD,1110106000,2014,1.8
CENTHUD,1110206000,2014,0.55
CENTHUD,1110206000,2015,1.17
CENTHUD,1113005000,2014,0.96
CENTHUD,1113005000,2015,1.03
CENTHUD,1113171000,2014,0.81
CENTHUD,1113171000,2015,0.82
CENTHUD,1113209000,2014,0.78
CENTHUD,1113209000,2015,0.77
CENTHUD,1117061000,2014,1.18
CENTHUD,1117061000,2015,1.23
CENTHUD,1117207000,2014,1.7
CENTHUD,1117207000,2015,1.72
CENTHUD,1120030000,2013,246.151
CENTHUD,1120030000,2014,223.81
CENTHUD,1120030000,2015,223.81
CENTHUD,1120030000,2016,169.45
CENTHUD,1123056000,2013,1.37271
CENTHUD,1123059000,2014,0.98
CENTHUD,1123059000,2015,0.98
CENTHUD,1123147000,2013,1.82712
CENTHUD,1123147000,2014,1.76
CENTHUD,1123168000,2013,2.07121
CENTHUD,1123168000,2014,2.03
CENTHUD,1133040000,2013,0.6423
CENTHUD,1133160000,2013,0.17475
CENTHUD,1133160000,2014,0.18
CENTHUD,1133225000,2013,0.63116
CENTHUD,1133225000,2014,0.61
CENTHUD,1133225000,2015,0.81
CENTHUD,1137040001,2013,1.21637
CENTHUD,1137040001,2014,1.07
CENTHUD,1137040001,2015,1.08
CENTHUD,1137040001,2016,1.12
CENTHUD,1137071001,2013,0.86646
CENTHUD,1137141000,2013,0.54762
CENTHUD,1137141000,2014,0.76
CENTHUD,1138162000,2013,0.52755
CENTHUD,1138162000,2014,0.38
CENTHUD,1138162000,2015,0.41
CENTHUD,1138162000,2016,0.34
CENTHUD,1141204000,2013,1.68849
CENTHUD,1145037000,2013,0.18491
CENTHUD,1145037000,2014,0.19
CENTHUD,1145037000,2015,0.2
CENTHUD,1145037000,2016,0.21
CENTHUD,1145268000,2013,1.08759
CENTHUD,1145268000,2014,0.98
CENTHUD,1145268000,2015,0.9
CENTHUD,1145268000,2016,1.07
CENTHUD,1151250000,2013,0.82982
CENTHUD,1151250000,2014,0.81
CENTHUD,1154242000,2013,1.61674
CENTHUD,1154242000,2014,1.43
CENTHUD,1154242000,2015,1.93
CENTHUD,1154242000,2016,2.95
CENTHUD,1155189000,2013,0.11489
CENTHUD,1155189000,2014,0.13
CENTHUD,1160032000,2013,1.78335
CENTHUD,1160032000,2014,1.26
CENTHUD,1160032000,2015,1.26
CENTHUD,1160032000,2016,1.74
CENTHUD,1160041500,2013,2.7936
CENTHUD,1170049000,2013,1.08612
CENTHUD,1170049000,2014,1.44
CENTHUD,1170049000,2015,1.44
CENTHUD,1170049000,2016,1.15
CENTHUD,1172034000,2013,0.61658
CENTHUD,1172034000,2014,0.55
CENTHUD,1172170000,2013,0.6373
CENTHUD,1172170000,2014,0.46
CENTHUD,1172170000,2015,0.46
CENTHUD,1172170000,2016,0.48
CENTHUD,1176155500,2013,1.31416
CENTHUD,1178173000,2013,1.09743
CENTHUD,1178173000,2014,0.91
CENTHUD,1178173000,2015,0.91
CENTHUD,1178173000,2016,0.62
CENTHUD,1180021000,2013,0.95432
CENTHUD,1180021000,2014,1.
CENTHUD,1180021000,2015,0.91
CENTHUD,1180021000,2016,0.94
CENTHUD,1181190000,2013,0.05129
CENTHUD,1181199000,2013,1.54639
CENTHUD,1181199000,2014,1.73
CENTHUD,1181199000,2015,1.12
CENTHUD,1181199000,2016,0.46
CENTHUD,1183156000,2013,0.74773
CENTHUD,1184031000,2014,0.
CENTHUD,1184057000,2013,1.37709
CENTHUD,1184082001,2013,1.17113
CENTHUD,1186054000,2013,0.00327
CENTHUD,1186054000,2014,0.
CENTHUD,1186111000,2013,0.59196
CENTHUD,1186111000,2014,0.38
CENTHUD,1186111000,2015,0.32
CENTHUD,1186111000,2016,0.4
CENTHUD,1187003000,2013,0.87927
CENTHUD,1187003000,2014,1.13
CENTHUD,1187003000,2015,1.49
CENTHUD,1187003000,2016,1.69
CENTHUD,1187060000,2013,0.93225
CENTHUD,1187060000,2014,0.89
CENTHUD,1187060000,2015,0.89
CENTHUD,1187060000,2016,0.94
CENTHUD,1206260000,2014,0.54
CENTHUD,1206260000,2015,0.85
CENTHUD,1206260000,2016,0.55
CENTHUD,1222106000,2014,0.74
CENTHUD,1222106000,2015,0.73
CENTHUD,1222106000,2016,1.79
CENTHUD,1222161000,2014,1.25
CENTHUD,1222161000,2015,1.24
CENTHUD,1222161000,2016,1.32
CENTHUD,1223014000,2014,1.73
CENTHUD,1223014000,2015,1.73
CENTHUD,1223020000,2014,1.06
CENTHUD,1223020000,2015,1.08
CENTHUD,1223070000,2014,0.99
CENTHUD,1223070000,2015,0.99
CENTHUD,1223074000,2013,0.05818
CENTHUD,1223178000,2014,1.48
CENTHUD,1223178000,2015,1.49
CENTHUD,1224070000,2014,1.08
CENTHUD,1224070000,2015,0.99
CENTHUD,1224116000,2014,1.24
CENTHUD,1224116000,2015,1.22
CENTHUD,1224116000,2016,1.33
CENTHUD,1224202000,2014,1.67
CENTHUD,1224202000,2015,1.66
CENTHUD,1224202000,2016,1.78
CENTHUD,1224218000,2014,0.85
CENTHUD,1224218000,2015,0.85
CENTHUD,1224218000,2016,0.91
CENTHUD,1224252000,2014,0.93
CENTHUD,1224252000,2015,0.93
CENTHUD,1224252000,2016,1.01
CENTHUD,1225016000,2014,1.54
CENTHUD,1225016000,2015,1.54
CENTHUD,1225071008,2014,5.48
CENTHUD,1225271000,2014,1.16
CENTHUD,1225271000,2015,1.16
CENTHUD,1225371000,2014,1.69
CENTHUD,1225371000,2015,1.67
CENTHUD,1228009000,2014,0.83
CENTHUD,1228009000,2015,0.83
CENTHUD,1228051000,2014,1.15
CENTHUD,1228051000,2015,1.17
CENTHUD,1228075000,2014,1.17
CENTHUD,1228075000,2015,1.17
CENTHUD,1228087000,2013,0.74555
CENTHUD,1228087000,2014,0.52
CENTHUD,1228130000,2013,0.5469
CENTHUD,1228154000,2013,0.50111
CENTHUD,1229042000,2014,0.81
CENTHUD,1229042000,2015,0.82
CENTHUD,1229091000,2014,1.14
CENTHUD,1229091000,2015,1.1
CENTHUD,1229117000,2014,0.87
CENTHUD,1229117000,2015,0.84
CENTHUD,1229192000,2013,0.45751
CENTHUD,1229192000,2014,0.44
CENTHUD,1229192000,2015,0.47
CENTHUD,1246018000,2014,0.72
CENTHUD,1246018000,2015,0.78
CENTHUD,1246020001,2013,1.29409
CENTHUD,1246036000,2013,1.69013
CENTHUD,1246036000,2014,1.54
CENTHUD,1246036000,2015,1.45
CENTHUD,1246093000,2014,0.78
CENTHUD,1246093000,2015,1.03
