
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000007894844543331,2014,LPLS-INT,Null,Times[1472.75, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007897006838330,2014,LPLP,Null,Times[109.641, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007897006838330,2015,LPLP,Null,Times[114.067, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007898598391186,2015,LPLS-INT,LPLS,Times[83.8298, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007903223190752,2015,LPLS-INT,Null,Times[290.662, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007912140663664,2015,GLP-INT,Null,Times[61.5693, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007913325243387,2014,LPLP,Null,Times[465.415, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007925158304163,2014,LPLS-INT,Null,Times[193.466, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007930330144652,2015,LPLS-INT,Null,Times[207.209, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007933420740381,2014,LPLS-INT,LPLS,Times[441.142, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007933420740381,2015,LPLS-INT,LPLS,Times[442.353, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007939415142841,2015,LPLS-INT,Null,Times[108.243, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007947244543861,2014,LPLS-INT,Null,Times[1493.74, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007949061132145,2014,LPLS-INT,LPLS,Times[573.619, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007967742347741,2015,LPLS-INT,Null,Times[94.9092, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007980088444834,2015,LPLS-INT,Null,Times[328.671, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007988772542858,2015,LPLS-INT,LPLS,Times[132.891, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007990545144141,2014,LPLS-INT,LPLS,Times[416.282, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007990545144141,2015,LPLS-INT,LPLS,Times[418.342, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000007995559714064,2015,LPLS-NON,Null,Times[442.837, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008011631240393,2014,LPLS-NON,Null,Times[541.614, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008011631240393,2015,LPLS-NON,Null,Times[484.618, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008012869742548,2015,LPLS-INT,LPLS,Times[637.677, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008025929405990,2015,LPLS-INT,LPLS,Times[975.089, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008027731242930,2015,LPLS-INT,Null,Times[128.31, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008029325142708,2015,LPLS-INT,LPLS,Times[187.154, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008041182043622,2015,LPLS-INT,LPLS,Times[469.883, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008042986345109,2014,LPLS-INT,LPLS,Times[131.894, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008053073624115,2014,LPLS-INT,Null,Times[358.459, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008063200391301,2015,LPLS-INT,LPLS,Times[827.302, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008065844683298,2014,LPLP,LPLP,Times[648.727, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008065844683298,2015,LPLP,LPLP,Times[623.517, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008073309045699,2014,LPLP,LPLP,Times[509.459, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008094900133316,2014,GLP-INT,GLP,Times[49.8979, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008109389034061,2014,LPLS-INT,Null,Times[36.3911, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008110547044939,2015,LPLS-INT,LPLS,Times[131.906, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008117645538564,2014,GLP-INT,Null,Times[61.7468, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008119479738058,2015,LPLS-INT,LPLS,Times[479.047, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008119994520954,2014,LPLS-INT,Null,Times[325.405, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008127882244320,2015,LPLS-INT,LPLS,Times[149.019, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008127978849257,2014,LPLP,LPLP,Times[713.891, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008138053744933,2014,LPLS-INT,LPLS,Times[979.572, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008138053744933,2015,LPLS-INT,LPLS,Times[896.315, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008155230963650,2014,LPLS-INT,Null,Times[129.509, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008157472591430,2014,LPLP,Null,Times[515.779, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008157472591430,2015,LPLP,Null,Times[612.052, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008169729422422,2014,LPLP,LPLP,Times[1123.21, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008169729422422,2015,LPLP,LPLP,Times[1061.74, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008192904407565,2015,LPLS-INT,LPLS,Times[162.461, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008197594847716,2014,LPLS-INT,LPLS,Times[803.245, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008213030345592,2015,LPLS-INT,Null,Times[91.9825, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008213396840389,2015,LPLS-INT,Null,Times[87.9054, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008218242990337,2015,LPLS-NON,Null,Times[650.53, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008220592343570,2014,LPLS-INT,LPLS,Times[464.177, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008220592343570,2015,LPLS-INT,LPLS,Times[450.814, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008223047544532,2015,LPLS-INT,LPLS,Times[59.6558, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008236965371019,2015,GLP-INT,GLP,Times[52.4945, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008239919785415,2014,LPLS-INT,LPLS,Times[840.846, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008239919785415,2015,LPLS-INT,LPLS,Times[750.239, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008275846728675,2015,LPLS-INT,Null,Times[130.209, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008309747764074,2015,LPLS-NON,Null,Times[582.51, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008314766061668,2014,LPLS-INT,LPLS,Times[314.226, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008316273514295,2015,LPLS-INT,LPLS,Times[321.563, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008324654653579,2014,LPLS-INT,LPLS,Times[619.951, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008324654653579,2015,LPLS-INT,LPLS,Times[592.4, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008334836742674,2014,LPLS-INT,Null,Times[560.893, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008334836742674,2015,LPLS-INT,Null,Times[478.361, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008345788744080,2014,LPLP,LPLP,Times[781.254, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008355110145060,2014,LPLS-INT,Null,Times[760.336, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008355110145060,2015,LPLS-INT,Null,Times[670.262, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008375140445566,2014,LPLS-INT,LPLS,Times[429.133, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008385813407048,2014,LPLS-INT,Null,Times[174.903, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008398466632743,2014,LPLS-INT,LPLS,Times[447.391, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008423779148601,2014,LPLS-INT,LPLS,Times[682.197, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008423779148601,2015,LPLS-INT,LPLS,Times[594.469, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008440839271588,2014,LPLS-INT,LPLS,Times[134.827, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008440839271588,2015,LPLS-INT,LPLS,Times[109.418, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008441260008939,2015,LPLS-INT,LPLS,Times[331.516, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008441261808926,2015,LPLS-INT,LPLS,Times[367.466, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008466869898181,2015,LPLS-INT,LPLS,Times[201.574, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008478809065214,2015,LPLS-INT,Null,Times[106.717, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008502894278629,2014,LPLS-INT,LPLS,Times[520.576, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008502901559728,2014,LPLS-INT,LPLS,Times[601.371, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008502901559728,2015,LPLS-INT,LPLS,Times[488.453, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008517243544064,2014,LPLS-INT,Null,Times[606.966, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008526894470639,2014,LPLP,LPLP,Times[918.416, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008526894470639,2015,LPLP,LPLP,Times[854.914, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008537091446897,2015,LPLS-INT,LPLS,Times[419.532, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008542395244908,2014,GLP-INT,Null,Times[-40.4075, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008542395244908,2015,GLP-INT,Null,Times[-56.0873, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008567345753575,2014,LPLS-INT,LPLS,Times[210.602, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008610074071987,2014,LPLS-INT,Null,Times[309.532, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008616937292730,2015,GLP-INT,GLP,Times[-11.6777, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008627111155897,2014,LPLS-INT,LPLS,Times[1556.81, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008628923804102,2014,LPLS-INT,Null,Times[756.895, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008641263243415,2014,LPLS-INT,Null,Times[119.97, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008703256140417,2015,LPLS-INT,LPLS,Times[4.47277, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008706684142479,2015,LPLS-INT,LPLS,Times[116.199, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008710758785604,2015,LPLS-INT,LPLS,Times[432.322, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008717329098168,2014,LPLS-INT,LPLS,Times[180.269, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008720355057592,2015,LPLS-INT,Null,Times[584.73, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008731802895753,2014,LPLS-INT,Null,Times[406.096, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008733332488892,2014,LPLS-INT,LPLS,Times[470.891, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008733334045465,2015,LPLS-INT,LPLS,Times[451.718, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008734766244762,2015,LPLS-INT,LPLS,Times[335.112, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008750530169195,2014,LPLS-INT,Null,Times[674.343, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008750530169195,2015,LPLS-INT,Null,Times[535.481, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008768230868092,2015,LPLS-INT,Null,Times[135.246, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008795926843829,2014,GLP-INT,Null,Times[-29.187, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008832560045538,2015,LPLS-INT,Null,Times[542.857, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008839551292336,2014,GLP-INT,Null,Times[-7.48113, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008839551292336,2015,GLP-INT,Null,Times[-11.8607, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008845242038211,2014,LPLS-INT,LPLS,Times[686.127, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008845242038211,2015,LPLS-INT,LPLS,Times[601.071, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008855661842970,2015,LPLS-INT,LPLS,Times[211.125, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008870499438404,2014,LPLS-INT,Null,Times[453.658, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008879508321726,2014,LPLS-INT,Null,Times[379.911, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008885468259545,2014,LPLS-INT,LPLS,Times[526.848, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008908702743350,2014,LPLS-INT,LPLS,Times[751.402, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008927944244924,2015,LPLS-INT,LPLS,Times[184.72, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008933313264799,2014,LPLS-INT,Null,Times[342.458, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008933313264799,2015,LPLS-INT,Null,Times[385.647, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008948960362228,2014,LPLS-INT,LPLS,Times[354.249, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008948960362228,2015,LPLS-INT,LPLS,Times[472.532, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008950537491555,2015,LPLS-INT,LPLS,Times[184.117, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009007874244715,2014,LPLP,Null,Times[709.618, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009035153747165,2014,LPLS-INT,LPLS,Times[223.678, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009035153747165,2015,LPLS-INT,LPLS,Times[208.141, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009043986045699,2014,LPLP,LPLP,Times[465.845, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009050428356039,2014,LPLP,Null,Times[2086.93, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009071558269704,2014,LPLS-INT,LPLS,Times[147.35, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009077585943275,2014,LPLS-INT,Null,Times[70.024, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009098952623526,2014,LPLP,LPLP,Times[3693.2, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009098952623526,2015,LPLP,LPLP,Times[3487.92, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009114036868108,2014,LPLS-INT,Null,Times[463.04, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009127324318427,2014,LPLS-INT,Null,Times[86.2348, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009128318459565,2014,LPLS-INT,LPLS,Times[502.372, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009164013643908,2014,LPLS-NON,Null,Times[315.121, Lookup[sys, year, 0.]]
